StimR,ChanR,probability
S_subparietal,G_and_S_cingul-Mid-Ant,0.1795
S_intrapariet_and_P_trans,G_and_S_cingul-Mid-Ant,0.07200000000000001
G_pariet_inf-Angular,G_and_S_cingul-Mid-Ant,0.048
G_parietal_sup,G_and_S_cingul-Mid-Ant,0.05
G_pariet_inf-Supramar,G_and_S_cingul-Mid-Ant,0.08099999999999999
S_interm_prim-Jensen,G_and_S_cingul-Mid-Ant,0.021
G_and_S_occipital_inf,G_and_S_cingul-Mid-Ant,
G_occipital_middle,G_and_S_cingul-Mid-Ant,0.0
G_occipital_sup,G_and_S_cingul-Mid-Ant,0.133
Pole_occipital,G_and_S_cingul-Mid-Ant,
S_calcarine,G_and_S_cingul-Mid-Ant,0.095
S_oc_middle_and_Lunatus,G_and_S_cingul-Mid-Ant,0.0
S_oc_sup_and_transversal,G_and_S_cingul-Mid-Ant,
S_occipital_ant,G_and_S_cingul-Mid-Ant,0.0
G_front_inf-Triangul,G_and_S_cingul-Mid-Post,0.0265
G_front_middle,G_and_S_cingul-Mid-Post,0.079
G_front_sup,G_and_S_cingul-Mid-Post,0.396
Lat_Fis-ant-Horizont,G_and_S_cingul-Mid-Post,0.03
Lat_Fis-ant-Vertical,G_and_S_cingul-Mid-Post,0.023
Lat_Fis-post,G_and_S_cingul-Mid-Post,0.2935
S_front_inf,G_and_S_cingul-Mid-Post,0.0435
S_front_middle,G_and_S_cingul-Mid-Post,0.07200000000000001
S_front_sup,G_and_S_cingul-Mid-Post,0.201
G_front_inf-Orbital,G_and_S_cingul-Mid-Post,0.028
G_front_inf-Opercular,G_and_S_cingul-Mid-Post,0.07050000000000001
G_and_S_frontomargin,G_and_S_cingul-Mid-Post,0.0
G_orbital,G_and_S_cingul-Mid-Post,0.012
G_rectus,G_and_S_cingul-Mid-Post,0.037
G_subcallosal,G_and_S_cingul-Mid-Post,
S_orbital_lateral,G_and_S_cingul-Mid-Post,0.0785
S_orbital_med-olfact,G_and_S_cingul-Mid-Post,0.07100000000000001
S_orbital-H_Shaped,G_and_S_cingul-Mid-Post,0.055499999999999994
S_suborbital,G_and_S_cingul-Mid-Post,0.047
S_circular_insula_sup,G_and_S_cingul-Mid-Post,0.1625
S_circular_insula_ant,G_and_S_cingul-Mid-Post,0.0185
S_circular_insula_inf,G_and_S_cingul-Mid-Post,0.098
G_insular_short,G_and_S_cingul-Mid-Post,0.057999999999999996
G_Ins_lg_and_S_cent_ins,G_and_S_cingul-Mid-Post,0.12
S_precentral-sup-part,G_and_S_cingul-Mid-Post,0.5449999999999999
S_precentral-inf-part,G_and_S_cingul-Mid-Post,0.209
S_postcentral,G_and_S_cingul-Mid-Post,0.354
G_and_S_subcentral,G_and_S_cingul-Mid-Post,0.1975
S_central,G_and_S_cingul-Mid-Post,0.40900000000000003
G_postcentral,G_and_S_cingul-Mid-Post,0.334
G_and_S_paracentral,G_and_S_cingul-Mid-Post,0.5549999999999999
G_precentral,G_and_S_cingul-Mid-Post,0.3235
G_oc-temp_med-Lingual,G_and_S_cingul-Mid-Post,0.0
S_oc-temp_med_and_Lingual,G_and_S_cingul-Mid-Post,0.0
S_oc-temp_lat,G_and_S_cingul-Mid-Post,0.0
G_oc-temp_lat-fusifor,G_and_S_cingul-Mid-Post,0.0
S_collat_transv_post,G_and_S_cingul-Mid-Post,
S_collat_transv_ant,G_and_S_cingul-Mid-Post,0.053500000000000006
Pole_temporal,G_and_S_cingul-Mid-Post,0.0175
G_oc-temp_med-Parahip,G_and_S_cingul-Mid-Post,0.073
PosteroHippocampus,G_and_S_cingul-Mid-Post,0.091
Hippocampus,G_and_S_cingul-Mid-Post,0.0
AnteroHippocampus,G_and_S_cingul-Mid-Post,0.0325
Amygdala,G_and_S_cingul-Mid-Post,0.0
S_temporal_transverse,G_and_S_cingul-Mid-Post,0.078
S_temporal_inf,G_and_S_cingul-Mid-Post,0.009
G_temporal_middle,G_and_S_cingul-Mid-Post,0.0105
G_temporal_inf,G_and_S_cingul-Mid-Post,0.0165
G_temp_sup-Plan_tempo,G_and_S_cingul-Mid-Post,0.106
G_temp_sup-Plan_polar,G_and_S_cingul-Mid-Post,0.013
G_temp_sup-Lateral,G_and_S_cingul-Mid-Post,0.0315
G_temp_sup-G_T_transv,G_and_S_cingul-Mid-Post,0.034
S_temporal_sup,G_and_S_cingul-Mid-Post,0.026000000000000002
G_and_S_cingul-Ant,G_and_S_cingul-Mid-Post,0.133
G_and_S_cingul-Mid-Ant,G_and_S_cingul-Mid-Post,0.5235
G_and_S_cingul-Mid-Post,G_and_S_cingul-Mid-Post,0.8685
S_cingul-Marginalis,G_and_S_cingul-Mid-Post,0.618
G_cingul-Post-ventral,G_and_S_cingul-Mid-Post,0.381
S_pericallosal,G_and_S_cingul-Mid-Post,0.6775
G_cingul-Post-dorsal,G_and_S_cingul-Mid-Post,0.5645
S_parieto_occipital,G_and_S_cingul-Mid-Post,0.2595
S_subparietal,G_and_S_cingul-Mid-Post,0.307
S_intrapariet_and_P_trans,G_and_S_cingul-Mid-Post,0.11649999999999999
G_pariet_inf-Angular,G_and_S_cingul-Mid-Post,0.048
G_parietal_sup,G_and_S_cingul-Mid-Post,0.1205
G_pariet_inf-Supramar,G_and_S_cingul-Mid-Post,0.1775
S_interm_prim-Jensen,G_and_S_cingul-Mid-Post,0.0
G_and_S_occipital_inf,G_and_S_cingul-Mid-Post,0.0
G_occipital_middle,G_and_S_cingul-Mid-Post,0.0
G_occipital_sup,G_and_S_cingul-Mid-Post,0.031
Pole_occipital,G_and_S_cingul-Mid-Post,
S_calcarine,G_and_S_cingul-Mid-Post,0.0335
S_oc_middle_and_Lunatus,G_and_S_cingul-Mid-Post,0.0
S_oc_sup_and_transversal,G_and_S_cingul-Mid-Post,0.024
S_occipital_ant,G_and_S_cingul-Mid-Post,0.0
G_front_inf-Triangul,S_cingul-Marginalis,0.0085
G_front_middle,S_cingul-Marginalis,0.031
G_front_sup,S_cingul-Marginalis,0.212
Lat_Fis-ant-Horizont,S_cingul-Marginalis,0.0
Lat_Fis-ant-Vertical,S_cingul-Marginalis,0.0685
Lat_Fis-post,S_cingul-Marginalis,0.2385
S_front_inf,S_cingul-Marginalis,0.0905
S_front_middle,S_cingul-Marginalis,0.045
S_front_sup,S_cingul-Marginalis,0.1365
G_front_inf-Orbital,S_cingul-Marginalis,0.0
G_front_inf-Opercular,S_cingul-Marginalis,0.0535
G_and_S_frontomargin,S_cingul-Marginalis,
G_orbital,S_cingul-Marginalis,0.0115
G_rectus,S_cingul-Marginalis,0.0
G_subcallosal,S_cingul-Marginalis,
S_orbital_lateral,S_cingul-Marginalis,0.0
S_orbital_med-olfact,S_cingul-Marginalis,0.045
S_orbital-H_Shaped,S_cingul-Marginalis,0.032
S_suborbital,S_cingul-Marginalis,0.0
S_circular_insula_sup,S_cingul-Marginalis,0.0615
S_circular_insula_ant,S_cingul-Marginalis,0.0
S_circular_insula_inf,S_cingul-Marginalis,0.026500000000000003
G_insular_short,S_cingul-Marginalis,0.011
G_Ins_lg_and_S_cent_ins,S_cingul-Marginalis,0.10450000000000001
S_precentral-sup-part,S_cingul-Marginalis,0.2515
S_precentral-inf-part,S_cingul-Marginalis,0.092
S_postcentral,S_cingul-Marginalis,0.462
G_and_S_subcentral,S_cingul-Marginalis,0.12
S_central,S_cingul-Marginalis,0.3165
G_postcentral,S_cingul-Marginalis,0.3125
G_and_S_paracentral,S_cingul-Marginalis,0.5825
G_precentral,S_cingul-Marginalis,0.159
G_oc-temp_med-Lingual,S_cingul-Marginalis,0.14750000000000002
S_oc-temp_med_and_Lingual,S_cingul-Marginalis,0.0145
S_oc-temp_lat,S_cingul-Marginalis,0.0
G_oc-temp_lat-fusifor,S_cingul-Marginalis,0.0165
S_collat_transv_post,S_cingul-Marginalis,0.0
S_collat_transv_ant,S_cingul-Marginalis,0.0
Pole_temporal,S_cingul-Marginalis,0.0335
G_oc-temp_med-Parahip,S_cingul-Marginalis,0.046
PosteroHippocampus,S_cingul-Marginalis,0.062
Hippocampus,S_cingul-Marginalis,0.231
AnteroHippocampus,S_cingul-Marginalis,0.008
Amygdala,S_cingul-Marginalis,0.032
S_temporal_transverse,S_cingul-Marginalis,0.040499999999999994
S_temporal_inf,S_cingul-Marginalis,0.0305
G_temporal_middle,S_cingul-Marginalis,0.0315
G_temporal_inf,S_cingul-Marginalis,0.034
G_temp_sup-Plan_tempo,S_cingul-Marginalis,0.11549999999999999
G_temp_sup-Plan_polar,S_cingul-Marginalis,0.012
G_temp_sup-Lateral,S_cingul-Marginalis,0.022
G_temp_sup-G_T_transv,S_cingul-Marginalis,0.0165
S_temporal_sup,S_cingul-Marginalis,0.06
G_and_S_cingul-Ant,S_cingul-Marginalis,0.111
G_and_S_cingul-Mid-Ant,S_cingul-Marginalis,0.2485
G_and_S_cingul-Mid-Post,S_cingul-Marginalis,0.5345
S_cingul-Marginalis,S_cingul-Marginalis,0.736
G_cingul-Post-ventral,S_cingul-Marginalis,0.345
S_pericallosal,S_cingul-Marginalis,0.5155
G_cingul-Post-dorsal,S_cingul-Marginalis,0.497
S_parieto_occipital,S_cingul-Marginalis,0.2615
S_subparietal,S_cingul-Marginalis,0.4505
S_intrapariet_and_P_trans,S_cingul-Marginalis,0.3305
G_pariet_inf-Angular,S_cingul-Marginalis,0.0885
G_parietal_sup,S_cingul-Marginalis,0.27249999999999996
G_pariet_inf-Supramar,S_cingul-Marginalis,0.1505
S_interm_prim-Jensen,S_cingul-Marginalis,0.193
G_and_S_occipital_inf,S_cingul-Marginalis,0.0
G_occipital_middle,S_cingul-Marginalis,0.0415
G_occipital_sup,S_cingul-Marginalis,0.1225
Pole_occipital,S_cingul-Marginalis,
S_calcarine,S_cingul-Marginalis,0.136
S_oc_middle_and_Lunatus,S_cingul-Marginalis,0.0
S_oc_sup_and_transversal,S_cingul-Marginalis,0.101
S_occipital_ant,S_cingul-Marginalis,0.11699999999999999
G_front_inf-Triangul,G_cingul-Post-ventral,0.025
G_front_middle,G_cingul-Post-ventral,
G_front_sup,G_cingul-Post-ventral,0.047
Lat_Fis-ant-Horizont,G_cingul-Post-ventral,
Lat_Fis-ant-Vertical,G_cingul-Post-ventral,
Lat_Fis-post,G_cingul-Post-ventral,0.0
S_front_inf,G_cingul-Post-ventral,
S_front_middle,G_cingul-Post-ventral,0.0
S_front_sup,G_cingul-Post-ventral,0.174
G_front_inf-Orbital,G_cingul-Post-ventral,0.0
G_front_inf-Opercular,G_cingul-Post-ventral,0.0
G_and_S_frontomargin,G_cingul-Post-ventral,
G_orbital,G_cingul-Post-ventral,0.0
G_rectus,G_cingul-Post-ventral,
G_subcallosal,G_cingul-Post-ventral,
S_orbital_lateral,G_cingul-Post-ventral,
S_orbital_med-olfact,G_cingul-Post-ventral,
S_orbital-H_Shaped,G_cingul-Post-ventral,0.0
S_suborbital,G_cingul-Post-ventral,
S_circular_insula_sup,G_cingul-Post-ventral,0.0
S_circular_insula_ant,G_cingul-Post-ventral,
S_circular_insula_inf,G_cingul-Post-ventral,0.0
G_insular_short,G_cingul-Post-ventral,0.0
G_Ins_lg_and_S_cent_ins,G_cingul-Post-ventral,0.068
S_precentral-sup-part,G_cingul-Post-ventral,0.0
S_precentral-inf-part,G_cingul-Post-ventral,0.0
S_postcentral,G_cingul-Post-ventral,0.05
G_and_S_subcentral,G_cingul-Post-ventral,0.0
S_central,G_cingul-Post-ventral,0.0
G_postcentral,G_cingul-Post-ventral,0.0
G_and_S_paracentral,G_cingul-Post-ventral,0.0
G_precentral,G_cingul-Post-ventral,0.0
G_oc-temp_med-Lingual,G_cingul-Post-ventral,0.2025
S_oc-temp_med_and_Lingual,G_cingul-Post-ventral,0.2875
S_oc-temp_lat,G_cingul-Post-ventral,0.042
G_oc-temp_lat-fusifor,G_cingul-Post-ventral,0.188
S_collat_transv_post,G_cingul-Post-ventral,
S_collat_transv_ant,G_cingul-Post-ventral,0.131
Pole_temporal,G_cingul-Post-ventral,0.062
G_oc-temp_med-Parahip,G_cingul-Post-ventral,0.2775
PosteroHippocampus,G_cingul-Post-ventral,0.47050000000000003
Hippocampus,G_cingul-Post-ventral,
AnteroHippocampus,G_cingul-Post-ventral,0.0665
Amygdala,G_cingul-Post-ventral,0.121
S_temporal_transverse,G_cingul-Post-ventral,0.0
S_temporal_inf,G_cingul-Post-ventral,0.056999999999999995
G_temporal_middle,G_cingul-Post-ventral,0.0335
G_temporal_inf,G_cingul-Post-ventral,0.0325
G_temp_sup-Plan_tempo,G_cingul-Post-ventral,0.0185
G_temp_sup-Plan_polar,G_cingul-Post-ventral,0.0835
G_temp_sup-Lateral,G_cingul-Post-ventral,0.009
G_temp_sup-G_T_transv,G_cingul-Post-ventral,0.0215
S_temporal_sup,G_cingul-Post-ventral,0.0335
G_and_S_cingul-Ant,G_cingul-Post-ventral,0.0
G_and_S_cingul-Mid-Ant,G_cingul-Post-ventral,0.152
G_and_S_cingul-Mid-Post,G_cingul-Post-ventral,0.321
S_cingul-Marginalis,G_cingul-Post-ventral,0.45299999999999996
G_cingul-Post-ventral,G_cingul-Post-ventral,
S_pericallosal,G_cingul-Post-ventral,0.857
G_cingul-Post-dorsal,G_cingul-Post-ventral,0.6635
S_parieto_occipital,G_cingul-Post-ventral,0.41300000000000003
S_subparietal,G_cingul-Post-ventral,0.532
S_intrapariet_and_P_trans,G_cingul-Post-ventral,0.1485
G_pariet_inf-Angular,G_cingul-Post-ventral,0.0945
G_parietal_sup,G_cingul-Post-ventral,0.077
G_pariet_inf-Supramar,G_cingul-Post-ventral,0.015
S_interm_prim-Jensen,G_cingul-Post-ventral,0.0925
G_and_S_occipital_inf,G_cingul-Post-ventral,0.0
G_occipital_middle,G_cingul-Post-ventral,0.011
G_occipital_sup,G_cingul-Post-ventral,
Pole_occipital,G_cingul-Post-ventral,0.022
S_calcarine,G_cingul-Post-ventral,0.404
S_oc_middle_and_Lunatus,G_cingul-Post-ventral,0.0465
S_oc_sup_and_transversal,G_cingul-Post-ventral,0.0
S_occipital_ant,G_cingul-Post-ventral,0.0
G_front_inf-Triangul,S_pericallosal,0.053
G_front_middle,S_pericallosal,0.12
G_front_sup,S_pericallosal,0.2505
Lat_Fis-ant-Horizont,S_pericallosal,0.1975
Lat_Fis-ant-Vertical,S_pericallosal,0.0705
Lat_Fis-post,S_pericallosal,0.0885
S_front_inf,S_pericallosal,0.211
S_front_middle,S_pericallosal,0.14800000000000002
S_front_sup,S_pericallosal,0.182
G_front_inf-Orbital,S_pericallosal,0.111
G_front_inf-Opercular,S_pericallosal,0.0965
G_and_S_frontomargin,S_pericallosal,0.071
G_orbital,S_pericallosal,0.1195
G_rectus,S_pericallosal,0.14600000000000002
G_subcallosal,S_pericallosal,
S_orbital_lateral,S_pericallosal,0.147
S_orbital_med-olfact,S_pericallosal,0.409
S_orbital-H_Shaped,S_pericallosal,0.1875
S_suborbital,S_pericallosal,0.1555
S_circular_insula_sup,S_pericallosal,0.103
S_circular_insula_ant,S_pericallosal,0.378
S_circular_insula_inf,S_pericallosal,0.047
G_insular_short,S_pericallosal,0.0525
G_Ins_lg_and_S_cent_ins,S_pericallosal,0.037500000000000006
S_precentral-sup-part,S_pericallosal,0.1585
S_precentral-inf-part,S_pericallosal,0.11549999999999999
S_postcentral,S_pericallosal,0.1075
G_and_S_subcentral,S_pericallosal,0.07200000000000001
S_central,S_pericallosal,0.10850000000000001
G_postcentral,S_pericallosal,0.0625
G_and_S_paracentral,S_pericallosal,0.125
G_precentral,S_pericallosal,0.088
G_oc-temp_med-Lingual,S_pericallosal,0.0665
S_oc-temp_med_and_Lingual,S_pericallosal,0.11900000000000001
S_oc-temp_lat,S_pericallosal,0.031
G_oc-temp_lat-fusifor,S_pericallosal,0.0835
S_collat_transv_post,S_pericallosal,0.154
S_collat_transv_ant,S_pericallosal,0.114
Pole_temporal,S_pericallosal,0.024
G_oc-temp_med-Parahip,S_pericallosal,0.2355
PosteroHippocampus,S_pericallosal,0.366
Hippocampus,S_pericallosal,0.231
AnteroHippocampus,S_pericallosal,0.1365
Amygdala,S_pericallosal,0.1245
S_temporal_transverse,S_pericallosal,0.016
S_temporal_inf,S_pericallosal,0.0445
G_temporal_middle,S_pericallosal,0.029
G_temporal_inf,S_pericallosal,0.036500000000000005
G_temp_sup-Plan_tempo,S_pericallosal,0.041999999999999996
G_temp_sup-Plan_polar,S_pericallosal,0.0205
G_temp_sup-Lateral,S_pericallosal,0.0295
G_temp_sup-G_T_transv,S_pericallosal,0.007
S_temporal_sup,S_pericallosal,0.047
G_and_S_cingul-Ant,S_pericallosal,0.331
G_and_S_cingul-Mid-Ant,S_pericallosal,0.4545
G_and_S_cingul-Mid-Post,S_pericallosal,0.432
S_cingul-Marginalis,S_pericallosal,0.496
G_cingul-Post-ventral,S_pericallosal,0.675
S_pericallosal,S_pericallosal,0.592
G_cingul-Post-dorsal,S_pericallosal,0.7035
S_parieto_occipital,S_pericallosal,0.389
S_subparietal,S_pericallosal,0.6425
S_intrapariet_and_P_trans,S_pericallosal,0.1945
G_pariet_inf-Angular,S_pericallosal,0.0315
G_parietal_sup,S_pericallosal,0.0315
G_pariet_inf-Supramar,S_pericallosal,0.055499999999999994
S_interm_prim-Jensen,S_pericallosal,0.164
G_and_S_occipital_inf,S_pericallosal,0.087
G_occipital_middle,S_pericallosal,0.0
G_occipital_sup,S_pericallosal,0.062
Pole_occipital,S_pericallosal,0.0
S_calcarine,S_pericallosal,0.2855
S_oc_middle_and_Lunatus,S_pericallosal,0.0
S_oc_sup_and_transversal,S_pericallosal,0.0
S_occipital_ant,S_pericallosal,0.1
G_front_inf-Triangul,G_cingul-Post-dorsal,0.013999999999999999
G_front_middle,G_cingul-Post-dorsal,0.0585
G_front_sup,G_cingul-Post-dorsal,0.1325
Lat_Fis-ant-Horizont,G_cingul-Post-dorsal,0.0
Lat_Fis-ant-Vertical,G_cingul-Post-dorsal,0.0
Lat_Fis-post,G_cingul-Post-dorsal,0.11649999999999999
S_front_inf,G_cingul-Post-dorsal,0.0165
S_front_middle,G_cingul-Post-dorsal,0.026500000000000003
S_front_sup,G_cingul-Post-dorsal,0.076
G_front_inf-Orbital,G_cingul-Post-dorsal,0.0
G_front_inf-Opercular,G_cingul-Post-dorsal,0.0215
G_and_S_frontomargin,G_cingul-Post-dorsal,
G_orbital,G_cingul-Post-dorsal,0.019
G_rectus,G_cingul-Post-dorsal,0.0
G_subcallosal,G_cingul-Post-dorsal,
S_orbital_lateral,G_cingul-Post-dorsal,0.0
S_orbital_med-olfact,G_cingul-Post-dorsal,0.0355
S_orbital-H_Shaped,G_cingul-Post-dorsal,0.043
S_suborbital,G_cingul-Post-dorsal,0.119
S_circular_insula_sup,G_cingul-Post-dorsal,0.0315
S_circular_insula_ant,G_cingul-Post-dorsal,0.0415
S_circular_insula_inf,G_cingul-Post-dorsal,0.0195
G_insular_short,G_cingul-Post-dorsal,0.003
G_Ins_lg_and_S_cent_ins,G_cingul-Post-dorsal,0.0295
S_precentral-sup-part,G_cingul-Post-dorsal,0.075
S_precentral-inf-part,G_cingul-Post-dorsal,0.036500000000000005
S_postcentral,G_cingul-Post-dorsal,0.128
G_and_S_subcentral,G_cingul-Post-dorsal,0.037000000000000005
S_central,G_cingul-Post-dorsal,0.0735
G_postcentral,G_cingul-Post-dorsal,0.125
G_and_S_paracentral,G_cingul-Post-dorsal,0.1305
G_precentral,G_cingul-Post-dorsal,0.0345
G_oc-temp_med-Lingual,G_cingul-Post-dorsal,0.032
S_oc-temp_med_and_Lingual,G_cingul-Post-dorsal,0.08449999999999999
S_oc-temp_lat,G_cingul-Post-dorsal,0.012
G_oc-temp_lat-fusifor,G_cingul-Post-dorsal,0.0315
S_collat_transv_post,G_cingul-Post-dorsal,0.0295
S_collat_transv_ant,G_cingul-Post-dorsal,0.0285
Pole_temporal,G_cingul-Post-dorsal,0.022
G_oc-temp_med-Parahip,G_cingul-Post-dorsal,0.16399999999999998
PosteroHippocampus,G_cingul-Post-dorsal,0.19
Hippocampus,G_cingul-Post-dorsal,0.077
AnteroHippocampus,G_cingul-Post-dorsal,0.0455
Amygdala,G_cingul-Post-dorsal,0.039
S_temporal_transverse,G_cingul-Post-dorsal,0.012
S_temporal_inf,G_cingul-Post-dorsal,0.0235
G_temporal_middle,G_cingul-Post-dorsal,0.0345
G_temporal_inf,G_cingul-Post-dorsal,0.022000000000000002
G_temp_sup-Plan_tempo,G_cingul-Post-dorsal,0.06
G_temp_sup-Plan_polar,G_cingul-Post-dorsal,0.025500000000000002
G_temp_sup-Lateral,G_cingul-Post-dorsal,0.0095
G_temp_sup-G_T_transv,G_cingul-Post-dorsal,0.0
S_temporal_sup,G_cingul-Post-dorsal,0.051000000000000004
G_and_S_cingul-Ant,G_cingul-Post-dorsal,0.21050000000000002
G_and_S_cingul-Mid-Ant,G_cingul-Post-dorsal,0.363
G_and_S_cingul-Mid-Post,G_cingul-Post-dorsal,0.542
S_cingul-Marginalis,G_cingul-Post-dorsal,0.4285
G_cingul-Post-ventral,G_cingul-Post-dorsal,0.9645
S_pericallosal,G_cingul-Post-dorsal,0.764
G_cingul-Post-dorsal,G_cingul-Post-dorsal,0.646
S_parieto_occipital,G_cingul-Post-dorsal,0.3795
S_subparietal,G_cingul-Post-dorsal,0.632
S_intrapariet_and_P_trans,G_cingul-Post-dorsal,0.2
G_pariet_inf-Angular,G_cingul-Post-dorsal,0.08449999999999999
G_parietal_sup,G_cingul-Post-dorsal,0.0475
G_pariet_inf-Supramar,G_cingul-Post-dorsal,0.051000000000000004
S_interm_prim-Jensen,G_cingul-Post-dorsal,0.15050000000000002
G_and_S_occipital_inf,G_cingul-Post-dorsal,0.025
G_occipital_middle,G_cingul-Post-dorsal,0.038
G_occipital_sup,G_cingul-Post-dorsal,0.0225
Pole_occipital,G_cingul-Post-dorsal,0.028
S_calcarine,G_cingul-Post-dorsal,0.1175
S_oc_middle_and_Lunatus,G_cingul-Post-dorsal,0.0
S_oc_sup_and_transversal,G_cingul-Post-dorsal,0.041499999999999995
S_occipital_ant,G_cingul-Post-dorsal,0.011
G_front_inf-Triangul,S_parieto_occipital,0.0
G_front_middle,S_parieto_occipital,0.0225
G_front_sup,S_parieto_occipital,0.030000000000000002
Lat_Fis-ant-Horizont,S_parieto_occipital,
Lat_Fis-ant-Vertical,S_parieto_occipital,0.0
Lat_Fis-post,S_parieto_occipital,0.0695
S_front_inf,S_parieto_occipital,0.0475
S_front_middle,S_parieto_occipital,0.0335
S_front_sup,S_parieto_occipital,0.074
G_front_inf-Orbital,S_parieto_occipital,0.0165
G_front_inf-Opercular,S_parieto_occipital,0.0045
G_and_S_frontomargin,S_parieto_occipital,
G_orbital,S_parieto_occipital,0.0
G_rectus,S_parieto_occipital,
G_subcallosal,S_parieto_occipital,
S_orbital_lateral,S_parieto_occipital,0.0
S_orbital_med-olfact,S_parieto_occipital,0.0415
S_orbital-H_Shaped,S_parieto_occipital,0.01
S_suborbital,S_parieto_occipital,0.0
S_circular_insula_sup,S_parieto_occipital,0.021
S_circular_insula_ant,S_parieto_occipital,0.0
S_circular_insula_inf,S_parieto_occipital,0.0175
G_insular_short,S_parieto_occipital,0.0
G_Ins_lg_and_S_cent_ins,S_parieto_occipital,0.057
S_precentral-sup-part,S_parieto_occipital,0.11699999999999999
S_precentral-inf-part,S_parieto_occipital,0.0275
S_postcentral,S_parieto_occipital,0.0445
G_and_S_subcentral,S_parieto_occipital,0.036500000000000005
S_central,S_parieto_occipital,0.0535
G_postcentral,S_parieto_occipital,0.028
G_and_S_paracentral,S_parieto_occipital,0.0135
G_precentral,S_parieto_occipital,0.0465
G_oc-temp_med-Lingual,S_parieto_occipital,0.21700000000000003
S_oc-temp_med_and_Lingual,S_parieto_occipital,0.20950000000000002
S_oc-temp_lat,S_parieto_occipital,0.076
G_oc-temp_lat-fusifor,S_parieto_occipital,0.072
S_collat_transv_post,S_parieto_occipital,0.114
S_collat_transv_ant,S_parieto_occipital,0.09
Pole_temporal,S_parieto_occipital,0.0345
G_oc-temp_med-Parahip,S_parieto_occipital,0.126
PosteroHippocampus,S_parieto_occipital,0.121
Hippocampus,S_parieto_occipital,0.0
AnteroHippocampus,S_parieto_occipital,0.06
Amygdala,S_parieto_occipital,0.0465
S_temporal_transverse,S_parieto_occipital,0.018000000000000002
S_temporal_inf,S_parieto_occipital,0.0325
G_temporal_middle,S_parieto_occipital,0.0335
G_temporal_inf,S_parieto_occipital,0.041
G_temp_sup-Plan_tempo,S_parieto_occipital,0.0175
G_temp_sup-Plan_polar,S_parieto_occipital,0.018
G_temp_sup-Lateral,S_parieto_occipital,0.02
G_temp_sup-G_T_transv,S_parieto_occipital,0.020499999999999997
S_temporal_sup,S_parieto_occipital,0.08399999999999999
G_and_S_cingul-Ant,S_parieto_occipital,0.021
G_and_S_cingul-Mid-Ant,S_parieto_occipital,0.1725
G_and_S_cingul-Mid-Post,S_parieto_occipital,0.177
S_cingul-Marginalis,S_parieto_occipital,0.1825
G_cingul-Post-ventral,S_parieto_occipital,0.393
S_pericallosal,S_parieto_occipital,0.387
G_cingul-Post-dorsal,S_parieto_occipital,0.379
S_parieto_occipital,S_parieto_occipital,0.7285
S_subparietal,S_parieto_occipital,0.32799999999999996
S_intrapariet_and_P_trans,S_parieto_occipital,0.2865
G_pariet_inf-Angular,S_parieto_occipital,0.10350000000000001
G_parietal_sup,S_parieto_occipital,0.1755
G_pariet_inf-Supramar,S_parieto_occipital,0.0235
S_interm_prim-Jensen,S_parieto_occipital,0.0095
G_and_S_occipital_inf,S_parieto_occipital,0.0775
G_occipital_middle,S_parieto_occipital,0.108
G_occipital_sup,S_parieto_occipital,0.377
Pole_occipital,S_parieto_occipital,0.0875
S_calcarine,S_parieto_occipital,0.5025
S_oc_middle_and_Lunatus,S_parieto_occipital,0.172
S_oc_sup_and_transversal,S_parieto_occipital,0.4335
S_occipital_ant,S_parieto_occipital,0.07200000000000001
G_front_inf-Triangul,S_subparietal,0.028999999999999998
G_front_middle,S_subparietal,0.11
G_front_sup,S_subparietal,0.0845
Lat_Fis-ant-Horizont,S_subparietal,0.0
Lat_Fis-ant-Vertical,S_subparietal,0.032
Lat_Fis-post,S_subparietal,0.14250000000000002
S_front_inf,S_subparietal,0.0265
S_front_middle,S_subparietal,0.0375
S_front_sup,S_subparietal,0.14150000000000001
G_front_inf-Orbital,S_subparietal,0.0
G_front_inf-Opercular,S_subparietal,0.012
G_and_S_frontomargin,S_subparietal,0.0
G_orbital,S_subparietal,0.0
G_rectus,S_subparietal,0.038
G_subcallosal,S_subparietal,
S_orbital_lateral,S_subparietal,0.0
S_orbital_med-olfact,S_subparietal,0.0
S_orbital-H_Shaped,S_subparietal,0.0055
S_suborbital,S_subparietal,0.167
S_circular_insula_sup,S_subparietal,0.0595
S_circular_insula_ant,S_subparietal,0.0095
S_circular_insula_inf,S_subparietal,0.0275
G_insular_short,S_subparietal,0.0155
G_Ins_lg_and_S_cent_ins,S_subparietal,0.066
S_precentral-sup-part,S_subparietal,0.173
S_precentral-inf-part,S_subparietal,0.039999999999999994
S_postcentral,S_subparietal,0.22549999999999998
G_and_S_subcentral,S_subparietal,0.0785
S_central,S_subparietal,0.0835
G_postcentral,S_subparietal,0.102
G_and_S_paracentral,S_subparietal,0.1855
G_precentral,S_subparietal,0.065
G_oc-temp_med-Lingual,S_subparietal,0.07200000000000001
S_oc-temp_med_and_Lingual,S_subparietal,0.098
S_oc-temp_lat,S_subparietal,0.034999999999999996
G_oc-temp_lat-fusifor,S_subparietal,0.055999999999999994
S_collat_transv_post,S_subparietal,0.0075
S_collat_transv_ant,S_subparietal,0.0465
Pole_temporal,S_subparietal,0.0115
G_oc-temp_med-Parahip,S_subparietal,0.16299999999999998
